id,event_cause,event_type,status,priority,requires_road_closure,corridor,veh_type,police_station,zone,junction,latitude,longitude,description,start_datetime,closed_datetime,start_hour,closure_flag,on_corridor,near_24h_cap,desc_highway,desc_multiple,desc_signal,duration_min
FKID000010,water_logging,unplanned,closed,High,False,ORR East 2,not_applicable,K.R. Pura,Unknown,Unknown,13.0008457,77.6813712,woter logging [PERSON] moment ph [PHONE],2024-03-07 18:01:40.182+00,2024-03-14 05:49:58.160945+00,18.0,False,True,True,False,False,False,9348.299649083334
FKID000011,vehicle_breakdown,unplanned,closed,High,False,ORR West 1,private_car,Byatarayanapura,Unknown,MysoreRd-RingRdJunc(Nayandanahallii),12.94457,77.5274017,,2024-01-30 05:21:06.975+00,,5.0,False,True,False,False,False,False,
FKID000012,water_logging,unplanned,active,High,False,ORR East 2,not_applicable,Mahadevapura,Unknown,Unknown,12.9995223,77.6827499,lorry undar pass woter logging trafick swol moment ph [PHONE],2024-03-07 18:00:05.02+00,,18.0,False,True,False,False,False,False,
FKID000013,others,unplanned,closed,High,False,ORR North 1,not_applicable,Hebbala,North Zone 1,HebbalFlyoverJunc,13.0418933,77.594705,Starting problem,2023-12-26 19:15:28.124+00,2024-03-07 19:10:20.402869+00,19.0,False,True,True,False,False,False,103674.87131448333
FKID000014,pot_holes,unplanned,active,High,False,Old Madras Road,not_applicable,Halasur,Unknown,Unknown,12.975285,77.6256902,traffic slow moving and accident happening,2024-03-07 19:26:15.604+00,,19.0,False,True,False,False,False,False,
FKID000015,others,unplanned,active,High,False,Bellary Road 2,not_applicable,Kodigehalli,Unknown,Unknown,13.0633917,77.5933483,ಟೈರ್ ಪಂಚರ್,2024-03-07 19:10:21.93+00,,19.0,False,True,False,False,False,False,
FKID000016,others,unplanned,active,High,False,Bellary Road 2,not_applicable,Kodigehalli,Unknown,Unknown,13.063425,77.5933,tyear blost,2024-03-07 19:11:15.565+00,,19.0,False,True,False,False,False,False,
FKID000017,others,unplanned,active,High,False,ORR North 1,not_applicable,Hennuru,Unknown,Unknown,13.0254527,77.6417388,[LOCATION] parked at ring road sir traffic little bit slow sir,2024-03-07 19:18:29.89+00,,19.0,False,True,False,False,False,False,
FKID000018,tree_fall,unplanned,closed,Low,False,Non-corridor,not_applicable,Jayanagara,Unknown,Unknown,12.9233517,77.5904883,ssmrv junction towards 20th main ಬಳಿ ಮರ ಬಿದ್ದಿರುತ್ತೆ,2024-03-07 19:39:29.764+00,2024-03-08 00:32:50.46445+00,19.0,False,False,False,False,False,False,293.3450075
FKID000019,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 1,ksrtc_bus,Sadashivanagar,Unknown,Unknown,13.0001393,77.5840594,KSRTC bus mechanic [PERSON] sir that's why vehicle not moving,2024-01-30 04:49:17.231+00,,4.0,False,True,False,False,False,False,
FKID000020,vehicle_breakdown,unplanned,closed,High,False,Hosur Road,heavy_vehicle,Madiwala,Unknown,Unknown,12.9071221,77.6286395,ಬೊಮ್ಮನಹಳ್ಳಿ ಟವರ್ಡ್ಸ್ ಸಿಟಿ ಟೆಕ್ನಿಕಲ್ ಪ್ರಾಬ್ಲಮ್ ನಿಂದ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ,2024-03-07 19:25:04.302+00,2024-03-07 19:52:19.227138+00,19.0,False,True,False,False,False,False,27.2487523
FKID000021,tree_fall,unplanned,closed,Low,True,Non-corridor,not_applicable,Jayanagara,Unknown,Unknown,12.927375,77.5806883,,2024-03-07 19:45:16.034+00,2024-03-09 20:33:47.282786+00,19.0,True,False,True,False,False,False,2928.5208131000004
FKID000022,pot_holes,unplanned,closed,Low,False,Non-corridor,not_applicable,Jayanagara,South Zone 1,28thMainJayanagarJunc,12.9169074,77.5950955,,2024-01-05 22:35:41.185+00,2024-03-07 19:48:05.33121+00,22.0,False,False,True,False,False,False,89112.40243683333
FKID000023,pot_holes,unplanned,active,Low,False,Unknown,not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9667047,77.6615983,A,2024-01-30 08:32:47.117+00,,8.0,False,False,False,False,False,False,
FKID000024,water_logging,unplanned,active,Low,False,Non-corridor,not_applicable,Whitefield,Unknown,Unknown,12.8966387,77.7202071,water logging with drainage leakage near [LOCATION] bus stop [LOCATION] road.,2024-03-07 19:55:24.461+00,,19.0,False,False,False,False,False,False,
FKID000025,tree_fall,unplanned,closed,Low,True,Non-corridor,not_applicable,Wilson Garden,Unknown,Unknown,12.9463911,77.597326,no,2024-03-07 06:09:19.361+00,2024-03-07 20:12:38.802518+00,6.0,True,False,False,False,False,False,843.3240253
FKID000026,pot_holes,unplanned,active,High,False,Unknown,not_applicable,Shivajinagar,Unknown,Unknown,12.9856042,77.5977438,Chamber hole,2024-01-30 08:35:04.399+00,,8.0,False,False,False,False,False,False,
FKID000027,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,bmtc_bus,Mico Layout,Unknown,Unknown,12.9077383,77.6005709,Bmtc bus offload due to gear box problem,2024-01-30 08:12:47.138+00,,8.0,False,True,False,False,False,False,
FKID000028,pot_holes,unplanned,closed,Low,False,Unknown,not_applicable,HAL Old Airport,Unknown,Unknown,12.9635109,77.6642122,A,2024-01-30 08:25:57.212+00,2024-01-30 08:35:01.998607+00,8.0,False,False,False,False,False,False,9.079776783333333
FKID000029,pot_holes,unplanned,active,Low,False,Unknown,not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9667073,77.6615616,A,2024-01-30 08:31:37.367+00,,8.0,False,False,False,False,False,False,
FKID000030,pot_holes,unplanned,active,Low,False,Non-corridor,not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9666867,77.6616478,,2024-01-30 08:33:55.212+00,,8.0,False,False,False,False,False,False,
FKID000031,vehicle_breakdown,unplanned,closed,High,True,Bannerghata Road,bmtc_bus,Mico Layout,Unknown,Unknown,12.907814,77.6006561,GD mara to [PERSON],2024-01-30 08:08:05.581+00,,8.0,True,True,False,False,False,False,
FKID000032,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,lcv,J.P. Nagar,Unknown,Unknown,12.8955737,77.5993711,Near hsbc junction lgv vehicle off road due to clutch plate got broken have left side no problem to traffic from hsbc to arakere junction sir,2024-01-30 05:43:18.534+00,,5.0,False,True,False,False,False,False,
FKID000033,tree_fall,unplanned,closed,Low,False,Non-corridor,not_applicable,Jayanagara,Unknown,Unknown,12.92757,77.5832051,,2024-03-07 20:06:03.523+00,2024-03-09 20:33:44.935343+00,20.0,False,False,True,False,False,False,2907.6902057166667
FKID000034,congestion,unplanned,closed,High,False,ORR North 2,not_applicable,Kodigehalli,Unknown,Unknown,13.044697,77.5828546,BWSSB AND KRIDE WORK AT [LOCATION] hebbal circle to bhadrapp layout sir,2024-01-30 05:38:15.485+00,,5.0,False,True,False,False,False,False,
FKID000035,pot_holes,unplanned,active,Low,False,Unknown,not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9666885,77.6616396,A,2024-01-30 08:35:57.672+00,,8.0,False,False,False,False,False,False,
FKID000036,vehicle_breakdown,unplanned,closed,High,False,Magadi Road,bmtc_bus,Magadi Road,Unknown,Unknown,12.9789228,77.5644032,traffic normal sir.,2024-03-07 20:17:50.952+00,,20.0,False,True,False,False,False,False,
FKID000037,accident,unplanned,closed,Low,False,Non-corridor,unknown,Electronic City,Unknown,Unknown,12.8636494,77.6725849,,2024-01-30 03:52:59.126038+00,,3.0,False,False,False,False,False,False,
FKID000038,vehicle_breakdown,unplanned,closed,High,False,Bannerghata Road,heavy_vehicle,Mico Layout,Unknown,Unknown,12.9219483,77.6002467,One garage vehical stopped on road due to break down,2024-01-30 15:15:10.139+00,,15.0,False,True,False,False,False,False,
FKID000039,pot_holes,unplanned,active,Low,False,Unknown,not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9666597,77.661556,Pc18977,2024-01-30 08:37:16.322+00,,8.0,False,False,False,False,False,False,
FKID000040,construction,planned,closed,High,False,ORR East 1,not_applicable,HAL Old Airport,Unknown,Unknown,12.946469,77.6986754,[LOCATION] works going on sir,2024-01-30 11:31:12.848+00,,11.0,False,True,False,False,False,False,
FKID000041,others,unplanned,closed,High,True,Bellary Road 1,not_applicable,High ground,Unknown,Unknown,12.9936273,77.5844677,Near cm office [PERSON] towards B02 junction sir,2024-03-07 20:20:31.14+00,2024-03-07 22:06:56.28907+00,20.0,True,True,False,False,False,False,106.41915116666668
FKID000042,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,bmtc_bus,HAL Old Airport,Unknown,Unknown,12.9465079,77.6986339,Biriyani zone [PERSON] on [LOCATION] off road,2024-01-30 20:38:19.329+00,,20.0,False,True,False,False,False,False,
FKID000043,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,lcv,Chikkabanavara,Unknown,Unknown,13.0467058,77.5036495,,2024-03-07 18:29:50.857+00,,18.0,False,False,False,False,False,False,
FKID000044,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Peenya,West Zone 1,Peenya14thCrossJunc,13.0166142,77.5054464,BMTC off road on 14th cross towards NTTF traffic one side movement,2023-12-28 06:06:26.375+00,,6.0,False,False,False,False,False,False,
FKID000045,construction,planned,closed,Low,True,Non-corridor,not_applicable,K.G. Halli,Unknown,Unknown,13.0085677,77.6131497,,2024-01-30 21:21:10.303+00,,21.0,True,False,False,False,False,False,
FKID000046,vehicle_breakdown,unplanned,closed,High,False,Tumkur Road,lcv,Yeshwanthpura,Unknown,Unknown,13.0309717,77.5364661,Cmti jn incoming [LOCATION] LGv ವೆಹಿಕಲ್ ಕಮಾನ್ ಪಾಟ್ ಕಟ್ ಆಗಿದೆ ಸರ್,2024-01-30 19:33:25.417+00,,19.0,False,True,False,False,False,False,
FKID000047,others,unplanned,closed,High,False,Tumkur Road,not_applicable,Yeshwanthpura,Unknown,Unknown,13.0262806,77.5442344,mei signal off due to power Problem,2024-03-07 20:27:15.443+00,2024-03-07 22:40:47.232952+00,20.0,False,True,False,False,False,True,133.52983253333335
FKID000048,tree_fall,unplanned,closed,High,False,Bellary Road 1,not_applicable,High ground,Unknown,Unknown,12.9938639,77.5844374,,2024-03-07 20:41:41.999+00,2024-03-09 03:11:00.032388+00,20.0,False,True,True,False,False,False,1829.3005564666666
FKID000049,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,bmtc_bus,Bellandur,Unknown,Unknown,12.9188682,77.6687736,BMTC buss off -road due to break down..fire station jn towards [LOCATION],2024-01-30 21:27:52.454+00,2024-01-30 22:23:24.957711+00,21.0,False,True,False,False,False,False,55.541728516666666
FKID000050,congestion,unplanned,closed,High,False,IRR(Thanisandra road),not_applicable,Jeevanbheemanagar,Unknown,Unknown,12.9546127,77.6423399,,2024-01-30 20:46:34.356+00,,20.0,False,True,False,False,False,False,
FKID000051,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,lcv,Byatarayanapura,Unknown,Unknown,12.936133,77.5187044,,2024-01-30 21:13:55.445+00,,21.0,False,True,False,False,False,False,
FKID000052,construction,planned,closed,High,False,ORR East 2,not_applicable,HAL Old Airport,Unknown,Unknown,12.9694079,77.7006346,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,2024-01-30 20:56:01.732+00,,20.0,False,True,False,False,False,False,
FKID000053,vehicle_breakdown,unplanned,closed,High,False,Bellary Road 1,private_car,High ground,Unknown,Unknown,12.9849833,77.5883633,"LRDE ಜಂಕ್ಷನ್ ಯಿಂದ ಬಸವೇಶ್ವರ ಜಂಕ್ಷನ್ ಕಡೆ ಬರುವ ಮದ್ಯದಲ್ಲಿ ಕಾರು ಪಂಚರ್ ಆಗಿದ್ದು,ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮುಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್",2024-01-30 21:47:40.463+00,2024-01-30 22:57:00.255562+00,21.0,False,True,False,False,False,False,69.32987603333332
FKID000054,vehicle_breakdown,unplanned,closed,High,False,West of Chord Road,truck,Malleshwaram,Unknown,Unknown,13.0127301,77.5545135,,2024-03-07 20:42:57.607+00,,20.0,False,True,False,False,False,False,
FKID000055,road_conditions,unplanned,closed,Low,False,Non-corridor,not_applicable,Whitefield,Unknown,Unknown,12.9842019,77.7336286,,2024-01-30 21:54:56.083+00,2024-01-30 22:56:12.701247+00,21.0,False,False,False,False,False,False,61.27697078333333
FKID000056,vehicle_breakdown,unplanned,closed,Low,True,Non-corridor,heavy_vehicle,Devanahalli Airport,Unknown,Unknown,13.2644465,77.7187627,HGV breakdown hagide sir,2024-01-30 19:36:33.702+00,,19.0,True,False,False,False,False,False,
FKID000057,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,private_car,Mahadevapura,Unknown,Unknown,12.9848257,77.7527586,Gear jam not moving traffic slow moving,2024-01-30 22:06:02.276+00,2024-01-30 22:42:27.016248+00,22.0,False,False,False,False,False,False,36.41233746666667
FKID000058,tree_fall,unplanned,closed,High,False,Bellary Road 1,not_applicable,High ground,Unknown,Unknown,12.9932986,77.5837571,,2024-03-07 20:51:39.532+00,2024-03-09 03:10:44.241252+00,20.0,False,True,True,False,False,False,1819.0784875333334
FKID000059,tree_fall,unplanned,closed,High,False,Bellary Road 1,not_applicable,High ground,Unknown,Unknown,12.9937523,77.5842482,,2024-03-07 20:47:40.64+00,2024-03-09 03:10:47.308123+00,20.0,False,True,True,False,False,False,1823.1111353833332
FKID000060,tree_fall,unplanned,closed,High,False,Bellary Road 1,not_applicable,High ground,Unknown,Unknown,12.9938868,77.5841876,,2024-03-07 20:45:19.752+00,2024-03-09 03:10:58.037069+00,20.0,False,True,True,False,False,False,1825.6380844833334
FKID000061,vehicle_breakdown,unplanned,resolved,High,False,ORR East 1,private_car,HAL Old Airport,Unknown,Unknown,12.9368467,77.6928653,Kadubisanahalli toward devarabisnahalli car starting problem,2024-01-30 23:05:02.339+00,,23.0,False,True,False,False,False,False,
FKID000062,tree_fall,unplanned,closed,Low,True,Non-corridor,not_applicable,Malleshwaram,Unknown,Unknown,13.0126766,77.5581246,,2024-03-07 20:53:37.293+00,2024-03-23 05:38:25.456414+00,20.0,True,False,True,False,False,False,22124.802723566667
FKID000063,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Jnanabharathi,Unknown,Unknown,12.9513113,77.4994888,ಬಿಎಂಟಿಸಿ ಬಸ್ ಗೇರ್ ರಾಡ್ ಕಟ್ ಆಗಿ ಕೆಟ್ಟು ನಿಂತಿದೆ ಸರ್,2024-01-30 23:12:23.123+00,2024-01-31 00:35:36.782614+00,23.0,False,False,False,False,False,False,83.22766023333334
FKID000064,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,bmtc_bus,Peenya,Unknown,Unknown,13.0160964,77.5068555,BMTC off road on 14th cross towards [LOCATION] traffic normal sir,2024-01-30 21:21:57.881+00,,21.0,False,False,False,False,False,False,
FKID000065,pot_holes,unplanned,active,High,False,CBD 1,not_applicable,Shivajinagar,Unknown,Unknown,12.9807501,77.6028238,ಮ್ಯಾನ್ ಹೋಲ್ ಕವರ್ ಮುರಿದಿರುತ್ತದೆ ಸರ್,2024-03-07 21:05:54.697+00,,21.0,False,True,False,False,False,False,
FKID000066,tree_fall,unplanned,closed,Low,False,Non-corridor,not_applicable,J.P. Nagar,Unknown,Unknown,12.9165983,77.583705,[LOCATION] sir 9 th main 46 crs trdd BSNL office tree fallen on main road closed,2024-03-07 20:58:06.297+00,2024-03-08 02:19:20.587942+00,20.0,False,False,False,False,False,False,321.23818236666665
FKID000067,pot_holes,unplanned,active,High,False,Unknown,not_applicable,Hennuru,Unknown,Unknown,13.0198619,77.6562235,Potholes,2024-01-31 01:04:36.275+00,,1.0,False,False,False,False,False,False,
FKID000068,pot_holes,unplanned,active,High,False,ORR North 1,not_applicable,Hennuru,Unknown,Unknown,13.0191848,77.6555127,,2024-01-31 01:01:36.195+00,,1.0,False,True,False,False,False,False,
FKID000069,vehicle_breakdown,unplanned,closed,High,False,West of Chord Road,bmtc_bus,Vijayanagara,Unknown,Unknown,12.9740913,77.5452252,Vehicle movment very slow,2024-01-31 00:33:27.663+00,2024-01-31 01:17:38.964363+00,0.0,False,True,False,False,False,False,44.18835605
FKID000070,vehicle_breakdown,unplanned,closed,High,False,West of Chord Road,bmtc_bus,Vijayanagara,Unknown,Unknown,12.9740971,77.5449011,,2024-01-31 00:36:02.277+00,2024-01-31 01:17:50.142637+00,0.0,False,True,False,False,False,False,41.797760616666665
FKID000071,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,auto,Chamarajpet,Unknown,Unknown,12.9688926,77.569795,"[LOCATION] road jn towards mill road jn this vehicle Back wheel puncher, traffic little bit slow moving sir",2024-01-31 01:24:44.373+00,2024-01-31 01:50:53.884849+00,1.0,False,False,False,False,False,False,26.158530816666666
FKID000072,pot_holes,unplanned,closed,High,False,Magadi Road,not_applicable,Kamakshipalya,Unknown,Unknown,12.9838737,77.5286068,,2024-01-30 23:46:07.351+00,2024-02-05 23:45:54.3377+00,23.0,False,True,True,False,False,False,8639.783111666668
FKID000073,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Byatarayanapura,Unknown,Unknown,12.9595586,77.5162093,Traffic no problem,2024-01-30 23:23:41.783+00,2024-02-14 06:53:06.703545+00,23.0,False,False,True,False,False,False,20609.415342416665
FKID000074,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,lcv,V.V.Puram (C.Pet),Unknown,Unknown,12.9511354,77.5739687,LGV Vehical Tyre blast national college metro near towords Mss junction traffic One side moving Sir,2024-01-30 22:39:37.276+00,,22.0,False,False,False,False,False,False,
FKID000075,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,others,Rajajinagar,Unknown,Unknown,13.0192138,77.5395595,Traffic one side moment...,2024-01-30 23:11:03.886+00,,23.0,False,False,False,False,False,False,
FKID000076,pot_holes,unplanned,closed,Low,False,Non-corridor,not_applicable,J.P. Nagar,Unknown,Unknown,12.9161187,77.5856548,[LOCATION] sir 47 th cross road infront of milana hospital big pathole sir,2024-03-07 21:11:51.734+00,2024-03-11 21:05:57.351976+00,21.0,False,False,True,False,False,False,5754.0936329333335
FKID000077,vehicle_breakdown,unplanned,closed,High,True,ORR East 1,bmtc_bus,Bellandur,Unknown,Unknown,12.9284355,77.6811918,,2024-01-30 23:18:30.88+00,,23.0,True,True,False,False,False,False,
FKID000078,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,heavy_vehicle,No Police Station,Unknown,Unknown,13.0753282,77.4370383,,2024-03-07 19:23:40.435+00,,19.0,False,False,False,False,False,False,
FKID000079,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,heavy_vehicle,Devanahalli Airport,Unknown,Unknown,13.2673624,77.7195893,devanahalli [PERSON] cross towards [LOCATION] break down traffic no problem sir,2024-03-07 19:23:25.4+00,,19.0,False,False,False,False,False,False,
FKID000080,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Jnanabharathi,Unknown,Unknown,12.9449039,77.4949618,bmtc bus offroad in front of adishakti temple,2024-03-07 21:25:26.425+00,2024-03-07 21:41:19.772509+00,21.0,False,False,False,False,False,False,15.88912515
FKID000081,tree_fall,unplanned,closed,Low,False,Non-corridor,not_applicable,Pulikeshinagar(F.Town),Unknown,Unknown,12.9873133,77.6163481,ರಸ್ತೆ ಮಧ್ಯದಲ್ಲೇ ಮರ ಬಿದ್ದಿರುವುದರಿಂದ ಸುಗಮ ಸಂಚಾರಕ್ಕೆ ಸ್ವಲ್ಪ ನಿಧಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ,2024-03-07 21:17:00.312+00,2024-03-07 23:13:49.030632+00,21.0,False,False,False,False,False,False,116.8119772
FKID000082,construction,planned,closed,High,False,ORR East 2,not_applicable,HAL Old Airport,Unknown,Unknown,12.969418,77.7006526,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,2024-03-07 21:23:16.629+00,,21.0,False,True,False,False,False,False,
FKID000083,others,unplanned,closed,High,True,Mysore Road,not_applicable,Chamarajpet,Unknown,Unknown,12.9613232,77.5644194,electrical pol road [PERSON],2024-03-07 21:14:45.233+00,2024-03-17 02:20:28.972956+00,21.0,True,True,True,False,False,False,13265.728999266667
FKID000084,others,unplanned,closed,Low,False,Non-corridor,not_applicable,Byatarayanapura,Unknown,Unknown,12.959419,77.5165897,traffic slow moment,2024-03-07 21:28:44.841+00,2024-03-19 20:38:36.845639+00,21.0,False,False,True,False,False,False,17229.866743983333
FKID000085,pot_holes,unplanned,closed,Low,False,Non-corridor,not_applicable,Adugodi,Unknown,Unknown,12.9431035,77.6220445,potholes,2024-03-07 21:25:14.206+00,2024-04-07 20:38:13.654819+00,21.0,False,False,True,False,False,False,44592.990813649994
FKID000086,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,lcv,Electronic City,Unknown,Unknown,12.8482637,77.6713737,Lgv breake down veersandar to [LOCATION] near ec 1,2024-01-31 02:47:16.032+00,2024-01-31 04:10:44.744402+00,2.0,False,False,False,False,False,False,83.47854003333333
FKID000087,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,bmtc_bus,Ashok Nagar,Unknown,Unknown,12.96672,77.6093294,ಡಿಸೋಜ ಟುವರ್ಡ್ಸ್ ಮದರ್ ತೆರೇಸಾ,2024-01-31 05:03:24.794+00,2024-01-31 05:56:09.888569+00,5.0,False,True,False,False,False,False,52.75157615
FKID000088,vehicle_breakdown,unplanned,closed,High,False,ORR North 1,private_bus,Banaswadi,Unknown,Unknown,13.0253205,77.6400845,front wheel tyre burst,2024-03-07 21:35:50.715+00,2024-03-07 22:50:40.247224+00,21.0,False,True,False,False,False,False,74.82553706666666
FKID000089,vehicle_breakdown,unplanned,closed,Low,False,Non-corridor,heavy_vehicle,Electronic City,Unknown,Unknown,12.8561783,77.6645205,ಡೀಸೆಲ್ ಖಾಲಿ ಆಗಿರುತ್ತೆ ಸರ್ ವಿಹಿಕಲ್ ಸ್ಲೋ ಮೂಮೆಂಟ್ ಸರ್,2024-01-31 02:08:55.286+00,,2.0,False,False,False,False,False,False,
FKID000090,water_logging,unplanned,closed,High,False,Mysore Road,not_applicable,Halasuru Gate,Unknown,Unknown,12.9641056,77.5825203,Sjp road chebar open gai de trfice no problem madam,2024-01-31 03:04:31.974+00,2024-02-05 21:06:57.770431+00,3.0,False,True,True,False,False,False,8282.429940516666
FKID000091,vehicle_breakdown,unplanned,closed,High,False,Magadi Road,lcv,Magadi Road,Unknown,Unknown,12.974757,77.5657216,Towards hunasemara sir,2024-01-31 01:22:31.388+00,,1.0,False,True,False,False,False,False,
FKID000092,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,bmtc_bus,Halasuru Gate,Unknown,Unknown,12.9640011,77.5836093,,2024-01-31 01:45:45.37+00,,1.0,False,True,False,False,False,False,
FKID000093,vehicle_breakdown,unplanned,closed,High,False,Mysore Road,heavy_vehicle,Byatarayanapura,Unknown,Unknown,12.9480512,77.5343585,Nayadahallie towards BHEL incoming side traffic no problem,2024-01-31 04:21:01.833+00,2024-01-31 05:08:43.227334+00,4.0,False,True,False,False,False,False,47.68990556666667
FKID000094,vehicle_breakdown,unplanned,closed,High,False,ORR East 1,bmtc_bus,Bellandur,Unknown,Unknown,12.9245654,77.6739287,Dipo NO:13 CALL Me @ [PHONE],2024-01-31 03:31:13.977+00,,3.0,False,True,False,False,False,False,
FKID000095,tree_fall,unplanned,closed,Low,False,Non-corridor,not_applicable,R.T. Nagar,Unknown,Unknown,13.0078566,77.5920655,tv tower tree falling,2024-03-07 21:47:02.8+00,2024-03-07 21:55:40.010876+00,21.0,False,False,False,False,False,False,8.620181266666666
FKID000096,tree_fall,unplanned,active,Low,True,Non-corridor,not_applicable,Malleshwaram,Unknown,Unknown,13.0035862,77.5721203,tree fall,2024-03-07 21:49:19.785+00,,21.0,True,False,False,False,False,False,
